"corpus","tgl_wikipedia_2021"
"nagpasya",160
"kaligtasan",160
"musikero",160
"or",160
"asawang",160
"teatro",160
"tumatakbo",160
"sunod",159
"nakasalalay",159
"nagsasabing",159
"pag-arte",159
"kim",159
"cebu",159
"gumagalaw",159
"modelong",159
"pilak",159
"sagisag",159
"f",159
"sektor",159
"istraktura",159
"layuning",159
"humingi",158
"bigat",158
"naiiba",158
"itinuring",158
"isip",158
"miguel",158
"opisina",158
"nalaman",157
"malayo",157
"eroplano",157
"nagdala",157
"naglingkod",157
"tubo",157
"musikang",157
"naglaro",157
"royal",157
"likido",157
"araw-araw",156
"naiulat",156
"pagkakakilanlan",156
"intsik",156
"papuntang",156
"bulkan",156
"angkan",156
"mali",156
"district",156
"paghahanda",156
"pabalik",156
"gregorian",156
"eksena",156
"dumaan",156
"mahihirap",155
"sumailalim",155
"nauna",155
"smith",155
"bigyan",155
"maaga",155
"italyano",154
"tore",154
"koleksyon",154
"google",154
"pandagat",154
"matanda",154
"2000.",154
"cup",154
"elias",154
"paglaki",154
"palatandaan",154
"law",154
"balangkas",154
"boses",154
"richard",154
"kwento",154
"dayuhan",154
"bay",154
"paglalagay",154
"puwersang",154
"act",154
"herusalem",153
"dinastiya",153
"panalo",153
"skolar",153
"ika-12",153
"manalo",153
"mag-asawa",153
"pista",153
"dilaw",153
"pulisya",153
"nag-aaral",153
"pagpapaunlad",153
"hotel",153
"1975",153
"leon",153
"buo",153
"kina",153
"tinanggal",153
"punsiyon",153
"olympics",152
"gawi",152
"panitikang",152
"tumakas",152
"imahen",152
"manggagamot",152
"nagresulta",152
"tumatanggap",152
"kasulatan",152
"sahod",152
"development",152
"ilarawan",152
"inglatera",152
"tropikal",152
"henry",152
"pagpapalabas",152
"2019.",152
"pondo",151
"larawang",151
"nasasakupan",151
"arsobispo",151
"pinagsama",151
"1988",151
"pagpapakita",151
"francis",151
"kumpetisyon",151
"istorya",151
"gma",151
"nagsasabi",151
"transportasyon",151
"road",151
"puntong",151
"yari",151
"nagtataglay",151
"tayo",151
"turista",151
"leap",150
"nagsulat",150
"espasyo",150
"pinamamahalaan",150
"tinanggihan",150
"kingdom",150
"pinagsamang",150
"tanong",150
"liga",150
"1950",150
"kapuluan",150
"pang-agham",150
"sinubukan",150
"bagama",149
"taiwan",149
"bar",149
"pagtatangka",149
"ikalawa",149
"kayang",149
"pederal",149
"council",149
"aksiyon",149
"1983",149
"musikal",149
"pagkasira",149
"krimen",149
"komunista",148
"pantay",148
"pagpapahayag",148
"foundation",148
"1981",148
"tagasunod",148
"singapore",148
"parisukat",148
"gagawin",147
"mayaman",147
"pisika",147
"site",147
"alipin",147
"kanang",147
"300",147
"kalsada",147
"alternatibong",147
"paniniwalang",147
"tumatagal",147
"sinakop",147
"senado",146
"pagsasaayos",146
"kuwentong",146
"paulit-ulit",146
"konstruksiyon",146
"is",146
"pinapayagan",146
"pagsasaliksik",146
"nagsilbing",146
"pagtukoy",146
"kani-kanilang",146
"mahaba",146
"unit",146
"hot",146
"mabuhay",146
"tribo",146
"pagsasagawa",146
"pagpapakamatay",146
"people",146
"iglesia",146
"dula",146
"nagpadala",146
"samahang",145
"mi",145
"nawalan",145
"asia",145
"magtrabaho",145
"nakalipas",145
"nagsasagawa",145
"van",145
"2002.",145
"patungkol",145
"pinakamaraming",145
"pangkaraniwan",145
"naitatag",144
"nagreresulta",144
"1945",144
"nanggaling",144
"piling",144
"sukarno",144
"prutas",144
"carlos",144
"paglalaro",144
"katamtamang",144
"brown",144
"mall",143
"dolyar",143
"insidente",143
"katinig",143
"signal",143
"kautusan",143
"isipan",143
"keso",143
"pwersa",143
"kalahating",142
"power",142
"mangangalakal",142
"tiyan",142
"senador",142
"nabuhay",142
"logo",142
"trapiko",142
"bilog",142
"baboy",142
"ari-arian",141
"lasa",141
"populasyong",141
"nagtatapos",141
"masama",141
"global",141
"office",141
"ikinasal",141
"al",141
"basketbol",141
"palayaw",141
"anibersaryo",140
"mabigat",140
"tawagin",140
"bonifacio",140
"pakpak",140
"tela",140
"natatangi",140
"football",140
"prinsipyo",140
"pamantasang",140
"nalalaman",140
"gaano",140
"birhen",140
"data",139
"magkakaibang",139
"pakikipagtulungan",139
"mamaya",139
"patakarang",139
"tumutulong",139
"paso",139
"degree",139
"kasintahan",139
"dambana",139
"irlanda",139
"bayang",139
"problemang",138
"kinabukasan",138
"lima",138
"ika-6",138
"detalye",138
"isahang",138
"napatay",138
"tumataas",138
"sports",138
"1978",138
"joseph",138
"broadcast",138
"makabuluhang",138
"gintong",138
"sinumang",137
"research",137
"nabigyan",137
"eksperimento",137
"independiyenteng",137
"daungan",137
"nakaranas",137
"bida",137
"line",137
"look",137
"magkasama",137
"cd",137
"sandata",137
"inang",137
"bangka",137
"dumadaan",137
"tagapamahala",137
"kastilyo",136
"pantelebisyon",136
"hiv",136
"palakasan",136
"ilaw",136
"tagagawa",136
"umunlad",136
"nating",136
"nagtamo",136
"fashion",136
"nintendo",136
"pundasyon",136
"permanenteng",136
"pagkaing",136
"service",136
"bang",136
"buwis",136
"kemikal",136
"with",136
"plaza",135
"katawagang",135
"nagpapatakbo",135
"bangkay",135
"libong",135
"naghahanap",135
"makamit",135
"nilabas",135
"1969",135
"pantig",135
"ana",134
"sugat",134
"inalis",134
"seguridad",134
"dumalo",134
"limitadong",134
"sya",134
"himpapawid",134
"county",134
"young",134
"computer",134
"layo",134
"kagustuhan",134
"sana",134
"thailand",134
"madla",134
"tumanggi",133
"blue",133
"katauhan",133
"nangunguna",133
"iv",133
"salamin",133
"pagsisimula",133
"posibilidad",133
"kahulugang",133
"1982",133
"kolonya",133
"ika-10",133
"nasugatan",133
"tagapangasiwa",133
"2003.",133
"manuskrito",133
"mamimili",133
"ruso",133
"aksidente",133
"paliwanag",132
"limitado",132
"1979",132
"vietnam",132
"atleta",132
"paghihiwalay",132
"puwang",132
"kaisipan",132
"pag-iral",132
"ika-14",132
"army",132
"sundalong",132
"gold",132
"babala",132
"gagamitin",132
"sunog",132
"pinalawak",132
"nagpunta",132
"pag-alis",132
"ganito",131
"league",131
"an",131
"tumpak",131
"washington",131
"matukoy",131
"alon",131
"pagsisiyasat",131
"bilangguan",131
"namamahala",131
"nakagawa",131
"nagpapatuloy",131
"aplikasyon",131
"binibigyan",131
"eksaktong",130
"liberal",130
"urbano",130
"real",130
"mahinang",130
"tanso",130
"tom",130
"mapanatili",130
"web",130
"paksang",130
"atomo",130
"island",130
"kaaway",130
"software",130
"koleksiyon",130
"armas",130
"pag-asa",129
"pagbaba",129
"artistang",129
"bahagdan",129
"salungat",129
"pagsasanib",129
"singles",129
"ika-15",129
"tulang",129
"panukala",129
"campus",129
"ekwasyong",129
"instrumento",129
"kadahilanan",129
"bayad",129
"sari-saring",129
"makilala",128
"isinaad",128
"bantog",128
"number",128
"kontinente",128
"makata",128
"pumayag",128
"hibla",128
"posible",128
"mike",128
"dvd",128
"halalang",128
"nawawala",128
"nagtagumpay",128
"palagay",128
"kasunduang",128
"pagtitipon",128
"thomas",127
"romanong",127
"covid-19",127
"pagmamahal",127
"mahilig",127
"board",127
"70",127
"pagkakataong",127
"buntot",127
"coach",127
"pamamaga",127
"1940",127
"matatanda",127
"alinman",127
"green",127
"pagsalakay",127
"sinasalita",127
"pagasa",127
"average",127
"posisyong",127
"akdang",127
"aguinaldo",127
"kasangkot",126
"daambakal",126
"nagturo",126
"moral",126
"elektron",126
"tinaguriang",126
"pagkakamali",126
"patimpalak",126
"tukuyin",126
"madilim",126
"day",126
"itinanghal",126
"kapatagan",126
"lupang",126
"sabi",126
"street",126
"yaman",126
"80",125
"piso",125
"elizabeth",125
"responsable",125
"africa",125
"nagbalik",125
"times",125
"nakalagay",125
"life",125
"idineklara",125
"lumaon",125
"1971",125
"fiber",125
"magaling",125
"women",125
"kawal",125
"pagkakaisa",125
"magkatulad",125
"1977",124
"sinamahan",124
"kolonyal",124
"home",124
"pag-uugali",124
"mamamahayag",124
"master",124
"pagsasalin",124
"2001.",124
"lucas",124
"pagkakaiba-iba",124
"ipinagdiriwang",124
"kamakailang",124
"tagapagsalita",124
"suplay",124
"sang-ayon",124
"da",124
"iginawad",124
"nobel",124
"ika-13",124
"paglaon",124
"khan",123
"ika-9",123
"talento",123
"ayaw",123
"tekstong",123
"kanluraning",123
"bidyo",123
"komposisyon",123
"matibay",123
"kagandahan",123
"laganap",123
"naabot",123
"sumusuporta",123
"bc",123
"class",122
"tipo",122
"maabot",122
"kardinal",122
"kapistahan",122
"1976",122
"christian",122
"isama",122
"mateo",122
"kasambahay",122
"television",122
"paghinga",122
"400",122
"dayuhang",122
"butil",122
"nararapat",122
"pag-awit",122
"free",122
"1973",122
"makagawa",121
"grammy",121
"virus",121
"golden",121
"quarterback",121
"dibisyon",121
"ika-11",121
"dako",121
"kinakain",121
"umaasa",121
"ritwal",121
"—",121
"komedya",121
"mark",121
"pagkalat",121
"asul",121
"makukuha",121
"gdp",121
"panayam",121
"k",121
"paminsan-minsan",121
"donya",121
"lumalaki",121
"gaganapin",120
"pangingisda",120
"kami",120
"von",120
"litrato",120
"labindalawang",120
"history",120
"matigas",120
"sabay",120
"barya",120
"sagot",120
"kodigo",120
"ligtas",120
"summer",120
"salaping",120
"nagbukas",120
"bilanggo",120
"river",120
"pinunong",120
"makabuo",120
"pagdaragdag",120
"positibo",119
"ika-5",119
"lola",119
"bihirang",119
"utang",119
"pinakasalan",119
"tahimik",119
"jtwc",119
"tuwirang",119
"bigas",119
"magkakapatid",119
"1948",119
"inanunsyo",119
"kabayo",119
"makapangyarihang",119
"kumakain",119
"pagtingin",119
"sumama",119
"conference",119
"1965",119
"paring",119
"ugali",119
"out",119
"inilimbag",118
"magsimula",118
"bomba",118
"kalawakan",118
"pang-ekonomiya",118
"mambabasa",118
"manuel",118
"ipinagpatuloy",118
"hurado",118
"liwasan",118
"parlamento",118
"1967",118
"damaso",118
"ika-8",118
"tipikal",118
"commission",118
"dalaga",118
"aklatan",118
"kapasidad",118
"lead",118
"institusyong",118
"1972",118
"gatas",118
"director",118
"daw",118
"davao",117
"droga",117
"kumpletong",117
"market",117
"pagkapangulo",117
"personalidad",117
"portuges",117
"takip",117
"pagtatatag",117
"nakatulong",117
"mag",117
"european",117
"beijing",117
"bola",117
"mr",117
"tinatanggap",117
"pagkaraang",117
"gantimpalang",117
"pintor",117
"by",117
"makinang",117
"kahilingan",116
"mayor",116
"kaliwang",116
"han",116
"via",116
"patayin",116
"abogado",116
"palibot",116
"hukom",116
"executive",116
"depresyon",116
"kabahayan",116
"form",116
"tulungan",116
"napansin",116
"reyes",116
"krisis",116
"konsiyerto",116
"sandaling",116
"program",116
"daliri",115
"makatulong",115
"pusa",115
"amang",115
"binata",115
"komite",115
"nagtayo",115
"empleyado",115
"nagpahayag",115
"larangang",115
"pasipiko",115
"tinuturing",115
"pahintulot",115
"ulan",115
"mehiko",115
"kawalang",115
"aso",115
"flight",115
"barkong",114
"nagsabi",114
"tuluyang",114
"negosyante",114
"ma",114
"maituturing",114
"gumagana",114
"ph",114
"actress",114
"tangway",114
"mabagal",114
"hika",114
"force",114
"nya",114
"mananaliksik",114
"fakultad",114
"kapilya",114
"nakatala",114
"sumuko",114
"likha",114
"pangwakas",114
"tuluyan",114
"tumungo",113
"pang-araw-araw",113
"pinayagan",113
"kalipunan",113
"epektibo",113
"hollywood",113
"clara",113
"screen",113
"kagamitang",113
"alitan",113
"monasteryo",113
"sangkatauhan",113
"pulong",113
"pumili",113
"napakalaking",113
"turismo",113
"asido",113
"pinakatanyag",113
"pagkakasunud-sunod",113
"junior",113
"pag-iwas",113
"tradisyong",113
"1964",113
"porma",113
"tuldok",112
"pakikipag-ugnayan",112
"republic",112
"pinagtibay",112
"dragon",112
"dance",112
"pag-aasal",112
"mong",112
"universe",112
"nabubuo",112
"hiniling",112
"sr",112
"partikulo",112
"project",112
"kaganapang",112
"sultan",112
"ikatlo",112
"mary",112
"nailabas",112
"pagbili",112
"pagkabata",112
"qatar",112
"benta",112
"mineral",112
"kape",112
"kasing",112
"itinuturo",112
"korporasyon",112
"nagbebenta",112
"taga",111
"cavite",111
"relihiyoso",111
"katibayan",111
"madre",111
"olympic",111
"likuran",111
"inumin",111
"kumbento",111
"nilagdaan",111
"1999.",111
"sm",111
"tagapangulo",111
"makati",111
"naglakbay",111
"websayt",111
"responsibilidad",111
"boy",111
"kriminal",111
"kamalayan",111
"estruktura",111
"bisita",110
"istruktura",110
"matataas",110
"papasok",110
"berlin",110
"ali",110
"hughes",110
"arkidiyosesis",110
"asin",110
"ahente",110
"selulang",110
"asukal",110
"protesta",110
"elementarya",110
"pagbigkas",110
"merong",110
"pigura",110
"malinis",109
"midya",109
"praktikal",109
"dumadaloy",109
"kasarinlan",109
"naisip",109
"libreng",109
"masel",109
"kaarawan",109
"kaayusan",109
"kinasasangkutan",109
"haligi",109
"tapos",109
"2020.",109
"kabaligtaran",109
"commercial",109
"ekonomiko",109
"book",109
"kunin",109
"bílang",109
"panibagong",109
"kahalili",109
"harry",109
"mapagkukunan",109
"simulang",108
"ep",108
"war",108
"baril",108
"panalangin",108
"anghel",108
"arkitekto",108
"bagkus",108
"nailathala",108
"nakapaloob",108
"be",108
"bill",108
"pagkakatuklas",108
"kristiyanong",108
"manok",108
"probinsiya",108
"hebreo",108
"gawad",108
"pagmimina",108
"gabay",108
"english",108
"lider",108
"pilosopo",108
"umiikot",108
"kagaya",108
"maikli",108
"tower",107
"nahulog",107
"avenue",107
"gustong",107
"jones",107
"pagluluto",107
"alinsunod",107
"umiral",107
"seoul",107
"ika-4",107
"pumapasok",107
"pagpapalit",107
"nagtatanghal",107
"station",107
"batangas",107
"1968",107
"noo",107
"pagtatakda",107
"darating",107
"queen",107
"korean",107
"halimaw",106
"1974",106
"fossil",106
"committee",106
"konteksto",106
"isinalin",106
"1949",106
"rosario",106
"mukhang",106
"apo",106
"night",106
"prodyuser",106
"naglalakbay",106
"stone",106
"tumama",106
"pangkalusugan",106
"rebolusyon",106
"napanalunan",106
"saksi",106
"naniniwalang",105
"fm",105
"luther",105
"roon",105
"panlungsod",105
"ahensiya",105
"kakaiba",105
"department",105
"mabuo",105
"konstitusyon",105
"edsa",105
"ilabas",105
"bumili",105
"pagbebenta",105
"sanga",105
"special",105
"kapansin-pansin",105
"pintuan",105
"naisulat",105
"prize",105
"gulay",105
"buhat",105
"bughaw",105
"soundtrack",105
"kadahilanang",105
"magsagawa",105
"1980s",105
"pinakamaliit",105
"kompositor",105
"pampubliko",105
"tuloy",105
"gubat",105
"kura",104
"umakyat",104
"binili",104
"suportahan",104
"mahina",104
"temang",104
"estilong",104
"lumaban",104
"w",104
"panatilihin",104
"ben",104
"paglilibot",104
"karunungan",104
"pamamahagi",103
"arthur",103
"felipe",103
"kumilos",103
"mayamang",103
"pagpapalawak",103
"1970.",103
"1998.",103
"ebolusyon",103
"brazil",103
"pictures",103
"from",103
"am",103
"pasukan",103
"demonyo",103
"panaginip",103
"nakarating",103
"gitarista",103
"pampang",103
"binti",103
"pabrika",103
"patalastas",103
"sangguniang",103
"opera",103
"rai",103
"munting",103
"kambal",103
"malambot",103
"hangganang",103
"humigit",103
"makapal",102
"panganay",102
"daniel",102
"singsing",102
"pangako",102
"timog-silangang",102
"pampulitika",102
"inilalagay",102
"karahasan",102
"ginagampanan",102
"joe",102
"1930",102
"namamatay",102
"dalampasigan",102
"orden",102
"banyagang",102
"molekula",102
"kabundukan",102
"kumikilos",102
"dala",102
"edward",102
"elementong",102
"kawani",102
"gabinete",102
"gawang",102
"ginaganap",102
"ninyo",102
"tsart",101
"nakatakdang",101
"pagsamba",101
"ginagawang",101
"paglaban",101
"departamento",101
"debate",101
"pinakadakilang",101
"konseptong",101
"pagsasaka",101
"paglabag",101
"paglilingkod",101
"nakababatang",101
"pangkasaysayan",101
"kultural",101
"pinag-aaralan",101
"1941",101
"lalim",101
"pwedeng",101
"humahantong",101
"malimit",100
"impluwensya",100
"aksyon",100
"pagkatalo",100
"pagsasalita",100
"napunta",100
"nagawang",100
"nba",100
"pinagkukunan",100
"inilibing",100
"sea",100
"mabawasan",100
"pasig",100
"tropical",100
"pangarap",100
"lapad",100
"epektibong",100
"1966",100
"pwersang",100
"baryo",100
"pantalan",100
"iba-iba",100
"lolo",100
"pagpipinta",100
"reaksiyon",100
"louis",100
"husto",100
"sinusundan",100
"paglilipat",100
"pananalita",100
"kataga",100
"town",100
"sweden",100
"porsyento",100
"atake",100
"lupaing",100
"mamamayang",100
"human",100
"ilagay",100
"leeg",99
"mode",99
"uniberso",99
"kursong",99
"etniko",99
"katolikong",99
"division",99
"reporma",99
"kumain",99
"balak",99
"interpretasyon",99
"pwesto",99
"1990.",99
"biglang",99
"idol",99
"bank",99
"jets",99
"arabe",99
"tinanong",99
"panauhin",99
"medical",99
"link",99
"koreanong",99
"kapalaran",99
"paglitaw",99
"supling",98
"kabataang",98
"pumalit",98
"chinese",98
"maharlikang",98
"pangangalakal",98
"nakakaapekto",98
"pagpapatupad",98
"munisipyo",98
"tanggapin",98
"jma",98
"pagpapatakbo",98
"binibigkas",98
"manatili",98
"raw",98
"lady",98
"pinuri",98
"business",98
"atbp",98
"kuwadrado",98
"pataas",98
"ika-7",98
"naglilingkod",98
"ilong",98
"recording",98
"1959",98
"sinabing",97
"isabel",97
"tinapos",97
"kaya’t",97
"lipunang",97
"fox",97
"mananayaw",97
"kasuotan",97
"namumuno",97
"mag-aral",97
"naapektuhan",97
"engineering",97
"tagapagmana",97
"nakatatandang",97
"kaakibat",97
"space",97
"ika",97
"masasabing",97
"pumatay",97
"kalakip",97
"village",97
"kuta",97
"airlines",97
"tumira",97
"lansangang",97
"organisasyong",97
"oxford",97
"bintana",97
"pagbaha",97
"nakakita",97
"presidente",97
"ahas",97
"pagbabawal",97
"dutch",97
"hardin",97
"ikaanim",96
"maharlika",96
"pag-ikot",96
"1990s",96
"pampanitikan",96
"linyar",96
"rating",96
"1952",96
"magkakasunod",96
"kastilang",96
"altapresyon",96
"pinakamagaling",96
"sandatahang",96
"kinaroroonan",96
"pagsulong",96
"tisyu",96
"pinangungunahan",96
"kongregasyon",96
"pinalaki",96
"open",96
"reputasyon",96
"pabor",96
"kahon",96
"kayarian",96
"nagbunga",96
"misa",96
"airport",96
"mundong",96
"texas",96
"korona",96
"inilaan",96
"sadyang",96
"ekwasyon",96
"briton",95
"kuponan",95
"iginuhit",95
"paningin",95
"pakikipaglaban",95
"suso",95
"disney",95
"kapital",95
"pagsukat",95
"paglusob",95
"express",95
"panrelihiyon",95
"hinikayat",95
"ari",95
"kinalalagyan",95
"iyo",95
"labing",95
"pakiramdam",95
"1970s",95
"pambihirang",95
"pulgada",95
"bakuna",95
"tagal",95
"little",95
"nahuli",95
"aparato",94
"1963",94
"good",94
"1954",94
"pananakit",94
"darwin",94
"patron",94
"paanong",94
"chief",94
"pariralang",94
"kimikal",94
"pinakamahabang",94
"iba’t-ibang",94
"1900",94
"health",94
"draft",94
"kontribusyon",94
"alisin",94
"round",94
"sinusuportahan",94
"pinsan",94
"sumasakop",94
"education",94
"isinusulat",94
"estrada",94
"1958",94
"yugtong",94
"indiyano",94
"itinuro",94
"pangkalakalan",94
"namuhay",94
"okasyon",93
"paghahati",93
"ikaw",93
"anggulo",93
"glee",93
"kakaunti",93
"1980.",93
"bubong",93
"hanapin",93
"nakalilipas",93
"tuntunin",93
"sapilitang",93
"films",93
"ayos",93
"akin",93
"las",93
"output",93
"bihira",93
"tingin",93
"pag-ulan",93
"touchdowns",93
"usapan",93
"1992.",93
"kaparehong",93
"10,000",93
"protina",93
"store",93
"bloke",93
"ginagamitan",93
"pahayagang",93
"kalooban",93
"lahing",93
"ibong",93
"namin",93
"pinakamagandang",93
"nag-ambag",92
"palad",92
"columbia",92
"nag-uugnay",92
"kasangkapang",92
"ika-3",92
"perpektong",92
"public",92
"imbestigasyon",92
"1939",92
"alaala",92
"moralidad",92
"pang-edukasyon",92
"pagkatao",92
"asian",92
"himagsikan",92
"salik",92
"1945.",92
"pangasiwaan",92
"maglaon",92
"pwede",92
"pagnanais",92
"victoria",92
"test",92
"tinapay",92
"point",92
"kinikilalang",92
"luis",92
"stewart",92
"ika-21",92
"badyet",92
"bantayog",92
"tuyong",91
"mandirigma",91
"tono",91
"jack",91
"kawayan",91
"pinakamalapit",91
"asyano",91
"account",91
"tagapagpaganap",91
"90",91
"calamba",91
"nagmamay-ari",91
"malayong",91
"ginugol",91
"anuman",91
"pagguhit",91
"liwasang",91
"kanal",91
"panlipunang",91
"format",91
"pagsusulit",91
"patong",91
"biyernes",91
"kromosomang",91
"talata",91
"napinsala",91
