"corpus","war_wikipedia_2021"
"tethya",7
"genere",7
"m.s.k",7
"gintatawag",7
"tigaman",7
"ataenius",7
"daplin",7
"maupay",7
"woodson",7
"wägele",7
"meteorus",7
"zygoptera",7
"augusto",7
"hémiptères",7
"chopard",7
"w.b",7
"2016",7
"ika-19",7
"philip",7
"indo-malayan",7
"dirsh",7
"philippinen",7
"international",7
"pleijel",7
"poecilimon",7
"1839",7
"tikader",7
"distant",7
"gidakoi",7
"donald",7
"tmarus",7
"prefecture",7
"middle",7
"nahamutangan",7
"or",7
"j.m",7
"phenetic",7
"e.t",7
"d.r",7
"e.b",7
"jimenez",7
"hydroides",7
"abdullah",7
"awit",7
"eason",7
"myriapoda",7
"1882",7
"diurnal",7
"s.m",7
"kazakhstan",7
"1844",7
"barron",7
"95",7
"mitt",7
"j.k",7
"j.t",7
"schwarz",7
"batocerini",7
"sergey",7
"second",7
"r.p",7
"scincidae",7
"shaw",7
"shimomura",7
"bombay",7
"rhynchota",7
"ferdinand",7
"roth",7
"lan",7
"annotated",7
"14(2",7
"state",7
"leptura",7
"breviora",7
"brooklyn",7
"sugbong-mangulo",7
"hartley",7
"sutton",7
"lima",7
"g.w",7
"tania",7
"amihanan-katundan",7
"bosmans",7
"l.j",7
"sodium",7
"andes",7
"townes",7
"generos",7
"ginkikilala",7
"triplophysa",7
"168",7
"trichomycteridae",7
"annelids",7
"uma",7
"uchida",7
"us",7
"mao",7
"tubtob",7
"greko",7
"massa",7
"grupo",7
"lumad",7
"1758",7
"xviii",7
"arachnology",7
"megopis",7
"mermudes",7
"hamburg",7
"troglobitic",7
"cerambycidæ",7
"tubig",7
"tulo",7
"typhlops",7
"ansfelden",7
"276",7
"matematika",7
"may-ada",7
"w.r.m",7
"n.g",7
"1980b",7
"zoologicae",7
"guatemala",7
"hawaii",7
"redescrição",7
"conhecimento",7
"meinander",7
"young",7
"70",7
"heloisa",7
"giuseppe",7
"prionospio",7
"miscellanea",7
"zaykov",7
"mi",7
"complex",7
"collected",7
"nuove",7
"noguera",7
"occurrence",7
"yoshida",7
"bernice",7
"holarctic",7
"otago",7
"erythridula",7
"patricia",7
"153",7
"d.l.j",7
"2001.",7
"doria",7
"raymond",7
"hutchings",7
"deep-water",7
"84",7
"scales",7
"konseho",7
"sichuan",7
"fallen",7
"anguilliformes",7
"iliffe",7
"philippine",7
"due",7
"98",7
"mountains",7
"argentine",7
"naturwissenschaftlichen",7
"r.e",7
"h.w",7
"baranggay",7
"cracoviensia",7
"art",7
"arcangeli",7
"robin",7
"ermolaev",7
"moske",7
"osterreichischer",7
"1847",7
"1801",7
"1817",7
"ika",7
"1-2.",7
"346",7
"bc",7
"quark",7
"polychaetous",7
"dragonfly",7
"106",7
"ivan",7
"cladistic",7
"int",7
"singbahan",7
"aada",7
"remarks",7
"sisoridae",7
"alain",7
"societas",7
"achterberg",7
"s.n",7
"knull",7
"sri",7
"leafhoppers",7
"scopoli",7
"kritiko",7
"fragmenta",7
"royale",7
"rogers",7
"kevan",7
"steyerm",7
"himalaya",7
"surinam",7
"lizard",7
"amihanan-sinirangan",7
"loew",7
"gardzinska",7
"macrotomini",7
"trinidad",7
"bopyridae",7
"grasshopper",7
"angewandte",7
"touroult",7
"vladimir",7
"tunisia",7
"caribe",7
"magsiriday",7
"familia",7
"giovanni",7
"tungidae",7
"lacordaire",7
"milyon",7
"anthicidae",7
"sinonímicas",7
"laguna",7
"wilfried",7
"flies",7
"brachypterus",7
"1980a",7
"nachrichtenblatt",7
"68",7
"1988.",7
"studi",7
"1989.",7
"conc",7
"nomenclature",7
"survey",7
"observations",7
"cerambycid",7
"hesionidae",7
"broun",7
"nobela",7
"li-zhong",7
"d.g",6
"319",6
"sydney",6
"davao",6
"ou",6
"papuan",6
"pardosa",6
"parornix",6
"2012",6
"105",6
"philippines",6
"1827",6
"phyllonorycter",6
"dirudilain",6
"pisika",6
"planipennia",6
"m.f",6
"barnich",6
"1843",6
"is",6
"359",6
"dumagko",6
"puntius",6
"1922.",6
"echinodermata",6
"1867.",6
"ekonomika",6
"res",6
"3e",6
"abrégées",6
"academy",6
"tanzania",6
"rowell",6
"acrid",6
"binn",6
"189",6
"salatan-sinirangan",6
"neotrop",6
"orden",6
"africaine",6
"172",6
"boulenger",6
"1997.",6
"leiden",6
"britaniko",6
"antarctic",6
"fujian",6
"svenska",6
"alves",6
"synopses",6
"t.a",6
"lizards",6
"cui",6
"loach",6
"uppsala",6
"thysanoptera",6
"hook",6
"calif",6
"tetragnathidae",6
"tribus",6
"ginhimo",6
"georges",6
"glaber",6
"atomika",6
"godman",6
"golf",6
"uloboridae",6
"manila",6
"gounelle",6
"manuel",6
"map",6
"vetenskaps-akademiens",6
"virginia",6
"masao",6
"volume",6
"matsumura",6
"mawatari",6
"waray",6
"attacking",6
"coprophaga",6
"292",6
"wesmael",6
"yemen",6
"zerova",6
"117",6
"microlepidoptera",6
"augusti",6
"pankatiringban",6
"mite",6
"chaves",6
"332",6
"monografia",6
"germain",6
"cicadelloidea",6
"2018",6
"ice",6
"b.c",6
"napoli",6
"h.k",6
"2020",6
"megaloptera",6
"coelotes",6
"1819",6
"354",6
"224",6
"nobelista",6
"1837",6
"m.a",6
"ark",6
"don",6
"m.n",6
"prima",6
"cerambycoidea",6
"pismo",6
"ontario",6
"xiii",6
"314",6
"japonica",6
"d’histoire",6
"326",6
"dusenia",6
"q",6
"panlangyaw",6
"154",6
"australiano",6
"elektrikal",6
"bentham",6
"transactions",6
"phyllophaga",6
"dinhe",6
"diolenius",6
"350",6
"roux",6
"saint",6
"salticid",6
"samoa",6
"polkinghorne",6
"mehiko",6
"iskolar",6
"drew",6
"russkoe",6
"prinsipe",6
"j.d",6
"johnson",6
"evans",6
"r.c",6
"beier",6
"ahrensii",6
"rare",6
"júlio",6
"k.w",6
"regni",6
"reitter",6
"sinonímia",6
"karny",6
"global",6
"kensley",6
"standley",6
"himnastika",6
"glasby",6
"kolodochka",6
"komedyante",6
"female",6
"komisyon",6
"budde-lund",6
"linea",6
"roberts",6
"exotica",6
"borutzkii",6
"sociedade",6
"m.e",6
"topsent",6
"brian",6
"1-7",6
"sulawesi",6
"malawi",6
"1-7.",6
"tijdschrift",6
"anthony",6
"caloptilia",6
"lithocolletis",6
"anthuridea",6
"vel",6
"logunov",6
"animal",6
"vari",6
"generis",6
"calliini",6
"mar",6
"5-8.",6
"kirkaldy",6
"mediterranean",6
"gidamo-i",6
"werner",6
"guyane",6
"mario",6
"tryphoninae",6
"mesostigmata",6
"mammalia",6
"1836",6
"56(2",6
"aphidius",6
"chelonus",6
"chang",6
"aphididae",6
"urquhart",6
"chrysoprasis",6
"watson",6
"297",6
"xiv",6
"nacional",6
"mediterraneo",6
"1984.",6
"hamilton",6
"penteado-dias",6
"metros",6
"hardy",6
"zhou",6
"napili",6
"cel",6
"naturali",6
"xvi",6
"mohammad",6
"natikang",6
"muma",6
"ngadto",6
"1995a",6
"teyorya",6
"naturhistorischen",6
"nagsirbe",6
"arctic",6
"kirk",6
"ophioninae",6
"raven",6
"neotropische",6
"nissley",6
"arte",6
"arthropods",6
"archives",6
"historyano",6
"321",6
"d.k.m",6
"hopping",6
"polskie",6
"palawan",6
"1848",6
"jacques",6
"panpubliko",6
"1812",6
"estrecho",6
"1818",6
"suecica",6
"leyden",6
"1813",6
"phylogeny",6
"indigena",6
"111",6
"86",6
"1815",6
"g.j",6
"institut",6
"intermedia",6
"park",6
"torino",6
"ika-6",6
"pomacentridae",6
"jerry",6
"myrmeleonidae",6
"99",6
"carlo",6
"vives",6
"inst",6
"institute",6
"ballerina",6
"eel",6
"ehipto",6
"negros",6
"nobuo",6
"300",6
"76",6
"1-3.",6
"ensifera",6
"hilaire",6
"hartman",6
"entomologiczne",6
"asiatic",6
"d.a",6
"jack",6
"biologie",6
"claude",6
"pars",6
"1814",6
"e.h",6
"tervuren",6
"indochine",6
"redescriptions",6
"japon",6
"scienze",6
"blind",6
"interesting",6
"blätter",6
"pocock",6
"362",6
"irlandes",6
"r.k",6
"saltatoria",6
"dur",6
"rambur",6
"1984b",6
"bonpl",6
"novitates",6
"eine",6
"ralph",6
"ehara",6
"silvestri",6
"ekman",6
"ekonomista",6
"kyushu",6
"kahilaba",6
"bibron",6
"rundschau",6
"abhandlungen",6
"191",6
"s.k",6
"ribaga",6
"kongliga",6
"bohemoslovaca",6
"entom",6
"sibil",6
"allied",6
"franz",6
"broadley",6
"freire",6
"fu",6
"liang",6
"schub",6
"burma",6
"loots",6
"europaea",6
"lundbeck",6
"os",6
"anderson",6
"171",6
"m.r",6
"ahmad",6
"verh",6
"ken",6
"tramp",6
"mark",6
"xysticus",6
"annotationes",6
"sjöstedt",6
"ueckermann",6
"gobyerno",6
"societa",6
"moore",6
"lapponica",6
"moritz",6
"chun",6
"ciencias",6
"1981a",6
"flora",6
"clarke",6
"city",6
"stal",6
"subfamilies",6
"leon",6
"necydalis",6
"summit",6
"fontana",6
"hektarya",6
"armenia",6
"synonymies",6
"synonymy",6
"systématique",6
"liolaemus",6
"oman",6
"hawaiiensis",6
"mill",6
"hockey",6
"p.c",6
"américa",5
"d.j",5
"d.c",5
"pagtukod",5
"12.",5
"180",5
"324",5
"syentipiko",5
"327",5
"hadi",5
"aust",5
"parasitizing",5
"parandra",5
"iberian",5
"described",5
"analyses",5
"121",5
"quentin",5
"341",5
"lim",5
"peng",5
"dewey",5
"perry",5
"dick",5
"phaenocarpa",5
"pesarini",5
"182",5
"pierpaolo",5
"baker",5
"1830",5
"teyorista",5
"balthasar",5
"diyosdiyos",5
"plecia",5
"136",5
"dramaturgo",5
"zapparoli",5
"jane",5
"punjab",5
"eburia",5
"eburiini",5
"qin",5
"benguet",5
"tiananmen",5
"rené",5
"bergquist",5
"acarology",5
"kastilyo",5
"kasurat",5
"mey",5
"kasundalohan",5
"162.",5
"colobotheini",5
"biogeography",5
"erigone",5
"additions",5
"santo",5
"kirby",5
"ethiopia",5
"af",5
"schubert",5
"schulze",5
"eumastacoidea",5
"sea",5
"boehm",5
"sharp",5
"fabriciinae",5
"közlemények",5
"käfer",5
"tuthill",5
"lameere",5
"brancsik",5
"bras",5
"forest",5
"stone",5
"str",5
"fredrik",5
"lethrus",5
"suplemento",5
"suppl",5
"fungi",5
"brölemann",5
"ling",5
"g.c",5
"gainesville",5
"t.h",5
"takakuwa",5
"lloyd",5
"taxonomie",5
"gomon",5
"ten",5
"amédégnato",5
"c.h",5
"c.p",5
"ungarischen",5
"utah",5
"tjeder",5
"gilg",5
"calcutta",5
"atas",5
"caledonia",5
"tinatawag",5
"525",5
"270",5
"tuminongnong",5
"glyptothorax",5
"gobernador",5
"males",5
"1956.",5
"thulin",5
"varia",5
"174",5
"vestnik",5
"martius",5
"vitali",5
"animma",5
"weiss",5
"meddelelser",5
"wiebes",5
"xu",5
"xizang",5
"memoires",5
"vermes",5
"1968a",5
"davis",5
"verhandelingen",5
"hughes",5
"decapoda",5
"hans",5
"deep-sea",5
"chalcididae",5
"mitrofanov",5
"gryllidae",5
"monserrat",5
"münchen",5
"n.a",5
"cirolanidae",5
"westpalaarktischen",5
"nagtikang",5
"345",5
"ikatulo",5
"perr",5
"namibia",5
"pier",5
"zhao",5
"chromosomes",5
"compsocerini",5
"351",5
"merrill",5
"conserved",5
"91",5
"184",5
"politikal",5
"132",5
"michel",5
"hartmann-schröder",5
"gihataasi",5
"ommatolampinae",5
"368",5
"cypriniformes",5
"123",5
"bayani",5
"d.v",5
"d.t",5
"80",5
"june",5
"hübner",5
"i-ii",5
"australya",5
"aves",5
"87",5
"paxton",5
"azerbaijan",5
"acanthoderes",5
"347",5
"1823",5
"349",5
"89",5
"indo-australian",5
"1831",5
"pisauridae",5
"9-12.",5
"122",5
"roberto",5
"moraes",5
"drassyllus",5
"predators",5
"dresden",5
"known",5
"jacksoni",5
"bockkäfer",5
"beitraege",5
"e.p",5
"jiang",5
"jim",5
"krause",5
"bogor",5
"quaedam",5
"?",5
"r.l",5
"puerto",5
"falsamblesthiini",5
"k.a",5
"ray",5
"kabisay-an",5
"elektrika",5
"revalidação",5
"rey",5
"first",5
"emperador",5
"richardson",5
"rico",5
"encyrtids",5
"rose",5
"rosenbergia",5
"ephedrus",5
"erdmann",5
"sakop",5
"bitter",5
"schwartz",5
"afrika",5
"euseius",5
"koryograpo",5
"exhibens",5
"tarsais",5
"kurata",5
"kuznetzov",5
"faunistica",5
"sitticus",5
"fennici",5
"smithsonian",5
"108",5
"gerhard",5
"fiege",5
"lanka",5
"238",5
"sphenomorphus",5
"francesco",5
"140",5
"study",5
"luzon",5
"142",5
"lepeletier",5
"sugad",5
"sun",5
"amaurobiidae",5
"syrphidae",5
"systematische",5
"gabriel",5
"gran",5
"498",5
"griswold",5
"amphisbaena",5
"theischinger",5
"anthuridae",5
"lyon",5
"gesellschaft",5
"lyssomanes",5
"m.d",5
"m.k",5
"mendoza",5
"mccosker",5
"tribu",5
"kada",5
"102",5
"173",5
"argentino",5
"maniniday",5
"uschakov",5
"uruguay",5
"ukraine",5
"anufriev",5
"vassiljeva",5
"more",5
"286",5
"vincent",5
"vladimirovich",5
"w.j",5
"chorthippus",5
"apogon",5
"walckenaeria",5
"maximilian",5
"guiuan",5
"monographie",5
"mém",5
"wien",5
"género",5
"günther",5
"h.f",5
"wolf",5
"chine",5
"meigen",5
"habronattus",5
"xorides",5
"299",5
"148",5
"menzies",5
"xinjiang",5
"haplogynae",5
"zibrowius",5
"harayo",5
"zompro",5
"zoogeography",5
"naturwiss",5
"gris",5
"1990.",5
"1988b",5
"phytoseiid",5
"1993.",5
"muraenidae",5
"2e",5
"1987.",5
"nr",5
"cognita",5
"nueva",5
"netherlands",5
"obliqua",5
"zoologii",5
"ocean",5
"arthropoda",5
"name",5
"crimea",5
"heteronemiidae",5
"herting",5
"neotrópicos",5
"178",5
"kabug-osan",5
"conservation",5
"arnold",5
"151",5
"oligochaeta",5
"2-4",5
"okinawa",5
"ostracoda",5
"rovartani",5
"holm",5
"311",5
"elaphidionini",5
"1798",5
"p.a",5
"120",5
"moray",5
"scheuten",5
"322",5
"house",5
"dalman",5
"pamphagidae",5
"howard",5
"davidson",5
"sibling",5
"panzer",5
"papers",5
"2007a",5
"hydrothermal",5
"papa",5
"1810",5
"iba",5
"schoch",5
"1820",5
"didâ",5
"dietrich",5
"imperyal",5
"philodromidae",5
"lieftinck",5
"parnassius",5
"ichneumoniden",5
"pinulongan",5
"disteniidae",5
"disteniinae",5
"i.d",5
"teyologo",5
"pellenes",5
"iraq",5
"pero",5
"diego",5
"douglas",5
"praon",5
"dre",5
"indica",5
"dzhanokmen",5
"mocquard",5
"gottlieb",5
"indya",5
"e.n",5
"moser",5
"parque",5
"186",5
"johannes",5
"pimplinae",5
"namumuno",5
"205",5
"needham",5
"a.v",5
"kadamo",5
"benham",5
"wingfield",5
"noire",5
"polistes",5
"abogado",5
"elmer",5
"corydalidae",5
"1781",5
"henan",5
"occasional",5
"1768",5
"roewer",5
"kardinal",5
"257",5
"entomologiques",5
"rossiae",5
"press",5
"honduras",5
"katunga",5
"key",5
"sapit",5
"kilometros",5
"kim",5
"sav",5
"blanchard",5
"balayan",5
"africae",5
"divisão",5
"364",5
"210",5
"porma",5
"several",5
"185",5
"water",5
"fabricius",5
"julius",5
"aires",5
"egypt",5
"fauny",5
"fernández",5
"bengal",5
"republikano",5
"213",5
"kalangitan",5
"nelson",5
"bratislava",5
"konowia",5
"entomologici",5
"188",5
"kasparyan",5
"113",5
"katapos",5
"ericsson",5
"saccardo",5
"robinson",5
"katubtuban",5
"249",5
"amaoka",5
"buenos",5
"g.h",5
"kit",5
"taga-canada",5
"takahashi",5
"tanganyika",5
"burmeister",5
"256",5
"bocage",5
"by",5
"senado",5
"kornicker",5
"theraphosidae",5
"università",5
"kultura",5
"materya",5
"anisoplia",5
"tsinino",5
"gustav",5
"anno",5
"siong",5
"uganda",5
"uusa",5
"1976.",5
"fisch",5
"morley",5
"muir",5
"lateralis",5
"verona",5
"victor",5
"leafhopper",5
"formes",5
"lawas",5
"243",5
"walsh",5
"nauk",5
"gulpo",5
"cockerell",5
"commensal",5
"nine",5
"cook",5
"northwestern",5
"heinz",5
"gulfo",5
"arachnological",5
"habagatan",5
"mello-leitao",5
"symphyla",5
"corrections",5
"amay",5
"neotropischen",5
"hentz",5
"yen",5
"sér",5
"1788",5
"490",5
"cerda",5
"496",5
"caudell",5
"77",5
"310",5
"152",5
"312",5
"150",5
"other",5
"315",5
"over",5
"astyanax",4
"5-6.",4
"81",4
"characters",4
"1802",4
"dati",4
"au",4
"1805",4
"2004a",4
"1807",4
"hurista",4
"delfino",4
"dei",4
"australasian",4
"hydraenidae",4
"1811",4
"anatolia",4
"descrição",4
"pedilinae",4
"awtor",4
"342",4
"ika-upat",4
"babaye",4
"petites",4
"pettibone",4
"phasmatidae",4
"1347",4
"munisipalidad",4
"dinosauro",4
"indyano",4
"museu",4
"356",4
"banay",4
"360",4
"361",4
"ircinia",4
"iris",4
"365",4
"barbara",4
"richards",4
"ika-20",4
"1578",4
"romaleidae",4
"j.f",4
"duméril",4
"prominente",4
"jahresheft",4
"japonenses",4
"pteromalidae",4
"jassy",4
"tocantins",4
"tom",4
"tome",4
"382",4
"jules",4
"raffaele",4
"rebolusyonaryo",4
"kadaan",4
"396",4
"reissinger",4
"reptiles",4
"roda",4
"enrique",4
"naturales",4
"coleopterorum",4
"kasanhi",4
"katitirok",4
"katumoto",4
"acridomorpha",4
"salt",4
"samtang",4
"kimika",4
"125",4
"1-6",4
"knight-jones",4
"adjacent",4
"428",4
"konishi",4
"kontinente",4
"195",4
"sensu",4
"kraus",4
"agricultura",4
"tryon",4
"kronestedt",4
"f.m.h",4
"shiraki",4
"siglo",4
"228",4
"sesse",4
"main",4
"sigalionidae",4
"kusnezov",4
"cordillera",4
"nuevo",4
"127",4
"fossil",4
"fr",4
"fuchs",4
"479",4
"lin",4
"236",4
"tadzhikistan",4
"252",4
"tanikawa",4
"amp",4
"tan",4
"amphipoda",4
"4e",4
"tettigonioidea",4
"anastrepha",4
"g.v",4
"tibet",4
"ca",4
"m.v",4
"m.w",4
"mantodea",4
"valley",4
"trencsiner",4
"mago",4
"1946.",4
"type-species",4
"tyatro",4
"universite",4
"unyon",4
"gonzález",4
"united",4
"1732",4
"great",4
"541",4
"green",4
"carter",4
"cash",4
"walley",4
"guimaras",4
"1(2",4
"weibchen",4
"wei",4
"gusarov",4
"293",4
"x.-y",4
"xavier",4
"176",4
"xylotrechus",4
"meredith",4
"aranhas",4
"yoshino",4
"greuter",4
"carbonell",4
"vereines",4
"chalumeau",4
"deighton",4
"heemstra",4
"greenland",4
"146",4
"1772",4
"cheloninae",4
"morphology",4
"147",4
"1978a",4
"murphy",4
"mushi",4
"1979b",4
"chupp",4
"198",4
"myrmarachne",4
"n.e",4
"catbalogan",4
"mecklenburg",4
"nag-alagad",4
"!",4
"1986.",4
"149",4
"natudlok",4
"collectae",4
"harada",4
"nemacheilus",4
"neuropteren",4
"zu",4
"nicholas",4
"une",4
"1778",4
"arkitektura",4
"nunavut",4
"302",4
"1999b",4
"coyle",4
"zoarcidae",4
"viereck",4
"off",4
"306",4
"307",4
"179",4
"110",4
"cryptinae",4
"oonopidae",4
"opius-arten",4
"proposed",4
"ophiuroidea",4
"282",4
"currently",4
"1797",4
"cricket",4
"cybaeus",4
"1040",4
"hirst",4
"785",4
"1799",4
"1521",4
"p.-cambridge",4
"317",4
"czerepanov",4
"2000.",4
"dagko",4
"czechoslovak",4
"oshanin",4
"hong",4
"320",4
"323",4
"325",4
"moro",4
"hsieh",4
"2005a",4
"panimalay",4
"328",4
"329",4
"panorpidae",4
"*symploce*",4
"papal",4
"papel",4
"chrysopa",4
"deltshev",4
"333",4
"parasitoid",4
"parasitiformes",4
"parker",4
"parumbaay",4
"338",4
"339",4
"pauki",4
"ichneumonides",4
"ichneumoninae",4
"2013",4
"r.d",4
"344",4
"b.a",4
"202",4
"perty",4
"b.w",4
"rafinesque",4
"ilarom",4
"ile",4
"348",4
"156",4
"immature",4
"phiale",4
"ilocos",4
"raychaudhuri",4
"indo-australischen",4
"recorded",4
"diopatra",4
"dipterologie",4
"bajari",4
"352",4
"355",4
"pinyin",4
"357",4
"157",4
"insularis",4
"358",4
"interstitielle",4
"band",4
"pleuronectiformes",4
"revta",4
"363",4
"isda",4
"dorcadion",4
"por",4
"207",4
"dohertyi",4
"iwatsuki",4
"baryo",4
"208",4
"ross",4
"protura",4
"europeo",4
"pro",4
"166",4
"e.j",4
"echis",4
"sakob",4
"eburodacrys",4
"211",4
"ramírez",4
"belippo",4
"a.t",4
"recueillis",4
"bemerkungen",4
"reclassification",4
"benjamin",4
"1-13",4
"repúblika",4
"reserba",4
"berichte",4
"about",4
"kamal",4
"emirato",4
"academie",4
"ritsema",4
"enderlein",4
"endrödi",4
"rock",4
"romagna",4
"karakter",4
"400",4
"ronald",4
"ruficollis",4
"kato",4
"sabatinelli",4
"erichson",4
"biologica",4
"kelly",4
"additional",4
"kevin",4
"kinabuhi",4
"sawoniewicz",4
"black",4
"schistura",4
"sicily",4
"regionale",4
"afrikanische",4
"agathidinae",4
"koreano",4
"226",4
"burdet",4
"190",4
"si",4
"229",4
"shanghai",4
"boreali-americana",4
"439",4
"kusakabe",4
"faunae",4
"kusigemati",4
"exocentrus",4
"sociedad",4
"album",4
"lamiinen",4
"soviet",4
"167",4
"lao",4
"macquart",4
"larva",4
"sphaerodactylus",4
"lat",4
"spuler",4
"laubier",4
"staatliches",4
"lecta",4
"steven",4
"steudel",4
"boletin",4
"fortuné",4
"britz",4
"subtribe",4
"subatomika",4
"freyhof",4
"hominidae",4
"stephen",4
"sugbong",4
"levy",4
"alternatibo",4
"246",4
"fulgoridae",4
"alvarenga",4
"alvarez",4
"swainson",4
"summary",4
"248",4
"128",4
"förhandlingar",4
"1-16",4
"g.c.g",4
"amazon",4
"g.l",4
"141",4
"atlantico",4
"250",4
"ganghaan",4
"1736",4
"burckhardt",4
"among",4
"lond",4
"109",4
"gekkan-mushi",4
"259",4
"terebellidae",4
"genetics",4
"geneve",4
"tetrigoidea",4
"geophilomorpha",4
"260",4
"theodor",4
"luxemburgo",4
"c.f",4
"c.j",4
"gelis",4
"tierkunde",4
"510",4
"c.w",4
"giguti-ayi",4
"tomopterus",4
"tore",4
"centipede",4
"y.h",4
"tobago",4
"maddison",4
"170",4
"1-15",4
"marinoni",4
"trieste",4
"troglohyphantes",4
"turkmenia",4
"malay",4
"143",4
"malgaches",4
"1954.",4
"delphacidae",4
"unesco",4
"minus",4
"urban",4
"andrew",4
"1731",4
"grandidier",4
"gregoriano",4
"valenciennes",4
"gresya",4
"gryllus",4
"victoriae",4
"272",4
"carniolica",4
"grube",4
"gryllacris",4
"guadeloupe",4
"guangdong",4
"w.h",4
"wagner",4
"1977b",4
"w.a",4
"guizhou",4
"waters",4
"applied",4
"wau",4
"1979.",4
"wesley",4
"1964.",4
"caullery",4
"warsaw",4
"winter",4
"cavernicolous",4
"memoirs",4
"1982a",4
"haldeman",4
"ying",4
"hamburgo",4
"mesostenine",4
"mckeown",4
"yu",4
"ungarn",4
"messina",4
"340",4
"hagen",4
"zhong",4
"1769",4
"microgaster",4
"microplitis",4
"zub",4
"miers",4
"à",4
"hatzinikolis",4
"177",4
"hayat",4
"chalcoscirtus",4
"melichar",4
"coll",4
"chandra",4
"minor",4
"naubos",4
"sistemática",4
"mitolohiya",4
"impormasyon",4
"morphological",4
"1991.",4
"nereis",4
"moskva",4
"xxi",4
"muslim",4
"mozambique",4
"nonnullae",4
"naatubang",4
"wiens",4
"cichlid",4
"contributions",4
"mesochorinae",4
"1777",4
"nam",4
"1987a",4
"301",4
"1989a",4
"natutok",4
"naval",4
"1782",4
"collection",4
"coste",4
"color",4
"1992a",4
"netelia",4
"neu",4
"neuropteroidea",4
"conchology",4
"conrad",4
"r.m",4
"rafael",4
"ghana",4
"cope",4
"318",4
"milano",4
"copris",4
"ordines",4
"arkitekto",4
"armenya",4
"303",4
"academia",4
"cerambycini",4
"308",4
"heteropodidae",4
"309",4
"heude",4
"aspöck",4
"p.m",4
"1791",4
"cucujidae",4
"oreodera",4
"culex",4
"orientale",4
"pag-ultan",4
"oudemans",4
"cyprinodontidae",4
"at",4
"316",4
"pablo",4
"hooper",4
"palibot",4
"pagkamatay",4
"pages",4
"atomiko",4
"pangasinan",4
"panimungto",4
"auckland",4
"hungariae",4
"hunt",4
"sinocyclocheilus",4
"1809",4
"delgado",4
"440",4
"hyde",4
"demonax",4
"334",4
"audouin",4
"134",4
"parlamento",4
"partie",4
"paraná",4
"braconiden",4
"ichneumonid",4
"hymenopterologie",4
"331",4
"descricao",4
"idea",4
"pennant",4
"iguanidae",4
"2017",4
"per",4
"ika-18",4
"343",4
"phasmida",4
"ibn",4
"patrick",4
"phyllogomphoides",4
"fulgoromorpha",4
"bagridae",4
"135",4
"indochina",4
"diplomatiko",4
"millidge",4
"155",4
"gabon",4
"353",4
"cirolanid",4
"loricariidae",4
"generic",4
"b.d",4
"luigi",4
"1821",4
"thompson",4
"diederich",4
"b.b",4
"italiano",4
"italy",4
"drumont",4
"374",4
"274",4
"phytophylactica",4
"goidanich",4
"pieridae",4
"chant",4
"dytiscidae",4
"112",4
"antoine",4
"bavestrello",4
"vents",4
"pycnogonida",4
"ebner",4
"phytoeciini",4
"joan",4
"joe",4
